timestamp,pair_id,strategy,k_price,p_price,intended_qty,theoretical_profit,k_fill_qty,k_fill_time_ms,k_status_code,p_fill_qty,p_fill_time_ms,p_status_code,outcome,unwind_action,unwind_pnl,net_realized_pnl
2026-07-11T00:07:50.669654Z,SPACE-26-STARSHIP-ORBIT,Kalshi YES / PM NO,33,32,11,1709,11,60,200,0,116,500,leg_failed_unwind,market_sell_kalshi,-3330,-3330
2026-07-11T00:36:45.190305Z,CPI-26-JUL-LT-3.0,Kalshi NO / PM YES,29,56,169,29322,0,60,500,0,140,200,failed_no_fill,none,0,0
2026-07-11T00:55:50.676397Z,GPT-26-AGI-ACHIEVED-Q3,Kalshi YES / PM NO,43,34,37,4475,37,63,200,37,55,200,success,none,0,4475
2026-07-11T01:32:55.760666Z,GOV-26-FL-DESANTIS-WIN,Kalshi NO / PM YES,41,20,128,15242,128,98,200,128,112,200,success,none,0,15242
2026-07-11T06:50:21.436181Z,BOXOFFICE-26-AVATAR3-GT-2B,Kalshi YES / PM NO,31,52,57,7237,0,137,500,0,135,200,failed_no_fill,none,0,0
2026-07-11T07:17:34.752668Z,GOV-26-CA-NEWSOM,Kalshi NO / PM YES,37,43,112,17004,112,95,200,112,51,200,success,none,0,17004
2026-07-11T07:27:00.707781Z,TSLA-26-ROBOTAXI-LAUNCH,Kalshi NO / PM YES,23,29,47,9207,0,97,200,0,174,200,failed_no_fill,none,0,0
2026-07-11T09:51:21.285234Z,FED-26-RATES-50BPS-JUL,Kalshi NO / PM YES,37,56,27,3587,27,140,200,27,61,200,success,none,0,3587
2026-07-11T14:04:41.677652Z,NFL-26-MVP-MAHOMES,Kalshi YES / PM NO,46,44,75,8024,75,43,200,75,198,200,success,none,0,8024
2026-07-11T16:40:11.582939Z,NBA-26-CHAMPS-BOS,Kalshi YES / PM NO,50,45,90,15924,0,70,429,0,100,500,failed_no_fill,none,0,0
2026-07-11T17:53:53.141946Z,SCOTUS-26-RETIRE-THOMAS,Kalshi YES / PM NO,30,68,128,25317,128,30,200,128,131,200,success,none,0,25317
2026-07-11T21:00:59.729163Z,SCOTUS-26-RETIRE-THOMAS,Kalshi YES / PM NO,56,27,189,20834,189,57,200,189,165,200,success,none,0,20834
2026-07-11T22:26:10.956363Z,ELEC-26-SENATE-GOP-MAJ,Kalshi YES / PM NO,57,23,33,4740,33,116,200,33,74,200,success,none,0,4740
2026-07-11T22:47:24.373138Z,FDA-26-CRISPR-APPROVAL-SICKLE,Kalshi NO / PM YES,42,50,172,31812,0,146,500,0,170,429,failed_no_fill,none,0,0
2026-07-11T23:56:06.759612Z,NFL-26-SB-CHAMPS-KC,Kalshi YES / PM NO,34,28,33,5084,0,49,429,0,89,500,failed_no_fill,none,0,0
2026-07-11T23:56:22.261199Z,GOV-26-FL-DESANTIS-WIN,Kalshi YES / PM NO,44,25,172,32885,0,37,429,0,126,429,failed_no_fill,none,0,0
