timestamp,pair_id,strategy,k_price,p_price,intended_qty,theoretical_profit,k_fill_qty,k_fill_time_ms,k_status_code,p_fill_qty,p_fill_time_ms,p_status_code,outcome,unwind_action,unwind_pnl,net_realized_pnl
2026-08-10T01:11:06.728811Z,US-GDP-26-Q3-GT-2.5,Kalshi NO / PM YES,20,52,131,23962,131,30,200,131,186,200,success,none,0,23962
2026-08-10T02:09:46.052170Z,KXHIGHTSFO-26AUG10-T71,Kalshi YES / PM NO,46,26,135,21689,135,75,200,135,199,200,success,none,0,21689
2026-08-10T02:14:19.768623Z,GOV-26-FL-DESANTIS-WIN,Kalshi YES / PM NO,54,24,83,14668,83,128,200,83,129,200,success,none,0,14668
2026-08-10T03:26:30.971604Z,NFL-26-SB-CHAMPS-KC,Kalshi YES / PM NO,42,46,78,12531,78,149,200,78,60,200,success,none,0,12531
2026-08-10T03:55:00.516011Z,HURRICANE-26-CAT5-FL,Kalshi NO / PM YES,46,31,40,5658,40,143,200,40,59,200,success,none,0,5658
2026-08-10T04:04:38.748487Z,KXHIGHTSFO-26AUG10-T71,Kalshi YES / PM NO,34,46,168,33042,0,48,429,0,169,429,failed_no_fill,none,0,0
2026-08-10T04:23:28.958568Z,KXHIGHCHI-26AUG10-T79,Kalshi NO / PM YES,23,73,86,12306,86,138,200,86,183,200,success,none,0,12306
2026-08-10T06:35:21.549029Z,FDA-26-CRISPR-APPROVAL-SICKLE,Kalshi YES / PM NO,55,40,69,11160,0,120,500,0,171,200,failed_no_fill,none,0,0
2026-08-10T06:59:13.838045Z,HEAT-26-TX-AUG-RECORD,Kalshi NO / PM YES,49,38,55,8554,55,117,200,55,153,200,success,none,0,8554
2026-08-10T07:01:36.089187Z,KXHIGHMIA-26AUG10-B94.5,Kalshi YES / PM NO,40,42,103,15633,103,134,200,103,49,200,success,none,0,15633
2026-08-10T07:06:12.781299Z,KXHIGHTSFO-26AUG10-T71,Kalshi NO / PM YES,28,48,129,22951,129,97,200,129,111,200,success,none,0,22951
2026-08-10T07:17:08.583222Z,BTC-26-100K-EOY,Kalshi NO / PM YES,36,47,16,2144,16,70,200,16,47,200,success,none,0,2144
2026-08-10T11:59:24.286882Z,GOV-26-FL-DESANTIS-WIN,Kalshi NO / PM YES,47,44,41,6229,0,116,429,0,75,200,failed_no_fill,none,0,0
2026-08-10T12:31:19.538805Z,HURRICANE-26-CAT5-FL,Kalshi NO / PM YES,49,28,167,31054,0,78,429,0,162,200,failed_no_fill,none,0,0
2026-08-10T12:56:34.240769Z,KXHIGHMIA-26AUG10-B94.5,Kalshi YES / PM NO,55,22,26,3718,26,74,200,26,123,200,success,none,0,3718
2026-08-10T14:46:13.613754Z,NFL-26-MVP-MAHOMES,Kalshi NO / PM YES,47,39,174,28793,174,146,200,0,172,500,leg_failed_unwind,market_sell_kalshi,-1680,-1680
2026-08-10T16:08:00.614797Z,SCOTUS-26-RETIRE-THOMAS,Kalshi NO / PM YES,47,50,94,15281,94,135,200,94,119,200,success,none,0,15281
2026-08-10T20:32:00.456011Z,ELEC-26-HOUSE-DEM-MAJ,Kalshi YES / PM NO,40,42,154,16286,154,66,200,154,94,200,success,none,0,16286
2026-08-10T20:47:37.985198Z,GPT-26-AGI-ACHIEVED-Q3,Kalshi NO / PM YES,32,45,170,32943,0,71,200,0,196,200,failed_no_fill,none,0,0
2026-08-10T23:49:05.476842Z,FDA-26-CRISPR-APPROVAL-SICKLE,Kalshi NO / PM YES,28,69,150,19342,150,91,200,150,156,200,success,none,0,19342
