timestamp,pair_id,strategy,k_price,p_price,intended_qty,theoretical_profit,k_fill_qty,k_fill_time_ms,k_status_code,p_fill_qty,p_fill_time_ms,p_status_code,outcome,unwind_action,unwind_pnl,net_realized_pnl
2026-06-25T02:16:30.916418Z,ELEC-24-PREZ,Kalshi NO / PM YES,38,31,150,435000,150,135,200,150,146,200,success,none,0,435000
2026-06-25T02:20:48.686778Z,NFL-24-MVP,Kalshi NO / PM YES,44,21,52,166400,52,43,200,40,126,200,partial_unwind,market_sell_kalshi,-1873,126127
2026-06-25T02:46:15.963511Z,FED-24-RATES,Kalshi NO / PM YES,42,27,79,229100,79,116,200,79,75,200,success,none,0,229100
2026-06-25T05:12:06.147708Z,BTC-24-100K,Kalshi YES / PM NO,35,52,39,46800,39,113,200,39,120,200,success,none,0,46800
2026-06-25T05:31:09.292749Z,NFL-24-MVP,Kalshi YES / PM NO,46,47,143,57200,143,101,200,143,185,200,success,none,0,57200
2026-06-25T07:39:50.930697Z,FED-24-RATES,Kalshi YES / PM NO,45,51,11,2200,11,123,200,11,85,200,success,none,0,2200
2026-06-25T09:16:24.049528Z,GPT-24-AGI,Kalshi YES / PM NO,49,43,20,14000,20,113,200,20,61,200,success,none,0,14000
2026-06-25T10:53:11.680637Z,ELEC-24-PREZ,Kalshi YES / PM NO,60,20,26,44200,26,81,200,26,199,200,success,none,0,44200
2026-06-25T16:02:24.720152Z,BTC-24-100K,Kalshi YES / PM NO,54,20,74,177600,74,41,200,74,117,200,success,none,0,177600
2026-06-25T16:36:38.632711Z,GPT-24-AGI,Kalshi YES / PM NO,33,50,142,227200,142,63,200,142,62,200,success,none,0,227200
2026-06-25T16:43:45.404436Z,FED-24-RATES,Kalshi YES / PM NO,43,34,40,88000,40,120,200,40,54,200,success,none,0,88000
2026-06-25T17:58:41.239306Z,NFL-24-MVP,Kalshi NO / PM YES,45,32,116,243600,116,32,200,116,81,200,success,none,0,243600
2026-06-25T18:59:54.894573Z,GPT-24-AGI,Kalshi YES / PM NO,36,50,124,148800,124,104,200,124,118,200,success,none,0,148800
