timestamp,pair_id,strategy,k_price,p_price,intended_qty,theoretical_profit,k_fill_qty,k_fill_time_ms,k_status_code,p_fill_qty,p_fill_time_ms,p_status_code,outcome,unwind_action,unwind_pnl,net_realized_pnl
2026-07-09T00:32:06.725802Z,KXHIGHMIA-26JUL09-B94.5,Kalshi NO / PM YES,26,33,200,35021,200,40,200,200,88,200,success,none,0,35021
2026-07-09T01:25:34.580019Z,BOXOFFICE-26-AVATAR3-GT-2B,Kalshi YES / PM NO,60,24,161,26132,161,40,200,161,97,200,success,none,0,26132
2026-07-09T01:37:53.148078Z,ELEC-26-HOUSE-DEM-MAJ,Kalshi YES / PM NO,57,24,138,15287,0,82,429,0,88,429,failed_no_fill,none,0,0
2026-07-09T03:05:30.642060Z,POTUS-26-APPROVAL-GT-45,Kalshi NO / PM YES,34,51,84,13919,0,125,429,0,67,200,failed_no_fill,none,0,0
2026-07-09T04:40:21.803993Z,AAPL-26-VISION-PRO-SALES-GT-1M,Kalshi YES / PM NO,30,30,176,26246,0,48,500,0,198,200,failed_no_fill,none,0,0
2026-07-09T04:46:54.940994Z,NBA-26-CHAMPS-BOS,Kalshi YES / PM NO,51,38,78,8674,78,50,200,0,53,429,leg_failed_unwind,market_sell_kalshi,-2430,-2430
2026-07-09T05:33:34.341107Z,OSCARS-26-BEST-PICTURE-NOLAN,Kalshi NO / PM YES,38,56,180,31181,0,85,429,0,120,200,failed_no_fill,none,0,0
2026-07-09T05:56:27.069505Z,KXHIGHTSFO-26JUL09-T71,Kalshi NO / PM YES,39,45,30,4823,30,74,200,30,173,200,success,none,0,4823
2026-07-09T08:26:08.796761Z,TSLA-26-ROBOTAXI-LAUNCH,Kalshi NO / PM YES,32,43,58,8507,58,77,200,58,52,200,success,none,0,8507
2026-07-09T09:13:31.595829Z,KXHIGHMIA-26JUL09-B94.5,Kalshi NO / PM YES,47,41,183,36191,183,32,200,183,184,200,success,none,0,36191
2026-07-09T09:58:11.852642Z,AAPL-26-VISION-PRO-SALES-GT-1M,Kalshi YES / PM NO,30,63,71,8813,71,129,200,71,80,200,success,none,0,8813
2026-07-09T10:23:08.458617Z,KXHIGHCHI-26JUL09-T79,Kalshi YES / PM NO,38,56,167,19125,0,68,500,0,186,429,failed_no_fill,none,0,0
2026-07-09T10:23:59.487377Z,ELEC-26-HOUSE-DEM-MAJ,Kalshi NO / PM YES,23,73,68,10940,68,96,200,68,102,200,success,none,0,10940
2026-07-09T11:34:50.101429Z,KXHIGHMIA-26JUL09-B94.5,Kalshi NO / PM YES,43,41,117,17086,117,44,200,117,161,200,success,none,0,17086
2026-07-09T12:12:48.793074Z,NFL-26-MVP-MAHOMES,Kalshi NO / PM YES,23,57,143,20399,0,141,429,0,187,429,failed_no_fill,none,0,0
2026-07-09T12:40:22.992358Z,CPI-26-JUL-GT-3.2,Kalshi YES / PM NO,46,33,141,20780,0,131,500,0,58,429,failed_no_fill,none,0,0
2026-07-09T13:01:09.969712Z,CPI-26-JUL-LT-3.0,Kalshi NO / PM YES,39,59,43,4994,43,44,200,43,139,200,success,none,0,4994
2026-07-09T13:53:28.594169Z,FED-26-RATES-NO-HIKE-JUL,Kalshi NO / PM YES,28,42,160,19614,0,112,429,0,71,429,failed_no_fill,none,0,0
2026-07-09T14:26:08.192457Z,KXHIGHTSFO-26JUL09-T71,Kalshi NO / PM YES,31,61,83,14045,83,30,200,83,175,200,success,none,0,14045
2026-07-09T17:01:59.937509Z,KXHIGHTSFO-26JUL09-B72.5,Kalshi NO / PM YES,38,56,12,1410,12,123,200,12,146,200,success,none,0,1410
2026-07-09T17:11:22.622018Z,CPI-26-JUL-GT-3.2,Kalshi NO / PM YES,45,42,139,25684,139,81,200,139,140,200,success,none,0,25684
2026-07-09T21:49:02.724201Z,SPACE-26-STARSHIP-ORBIT,Kalshi NO / PM YES,36,34,113,12014,0,133,429,0,150,500,failed_no_fill,none,0,0
2026-07-09T21:56:21.697870Z,GOV-26-FL-DESANTIS-WIN,Kalshi NO / PM YES,32,42,56,8615,56,39,200,56,176,200,success,none,0,8615
2026-07-09T22:01:49.745560Z,FDA-26-CRISPR-APPROVAL-SICKLE,Kalshi YES / PM NO,57,25,135,21311,135,109,200,135,183,200,success,none,0,21311
2026-07-09T22:04:57.601159Z,ELEC-26-HOUSE-DEM-MAJ,Kalshi NO / PM YES,24,39,67,8346,67,118,200,67,188,200,success,none,0,8346
2026-07-09T22:41:26.910481Z,SP500-26-JUL09-GT-6000,Kalshi NO / PM YES,20,43,50,6649,0,125,429,0,184,500,failed_no_fill,none,0,0
2026-07-09T22:49:35.412218Z,US-GDP-26-Q3-GT-2.5,Kalshi NO / PM YES,38,54,82,14683,82,36,200,82,61,200,success,none,0,14683
2026-07-09T23:20:29.371657Z,KXHIGHTSFO-26JUL09-B72.5,Kalshi NO / PM YES,36,23,139,27470,139,135,200,139,147,200,success,none,0,27470
