timestamp,pair_id,strategy,k_price,p_price,intended_qty,theoretical_profit,k_fill_qty,k_fill_time_ms,k_status_code,p_fill_qty,p_fill_time_ms,p_status_code,outcome,unwind_action,unwind_pnl,net_realized_pnl
2026-07-06T00:05:29.007801Z,KXHIGHTSFO-26JUL06-B72.5,Kalshi NO / PM YES,42,38,54,5437,54,89,200,54,70,200,success,none,0,5437
2026-07-06T00:09:02.251456Z,NBA-26-CHAMPS-BOS,Kalshi NO / PM YES,49,33,19,1990,19,93,200,19,123,200,success,none,0,1990
2026-07-06T01:29:58.328833Z,KXHIGHCHI-26JUL06-B82.5,Kalshi YES / PM NO,43,51,178,20452,0,138,200,0,76,200,failed_no_fill,none,0,0
2026-07-06T01:36:23.722420Z,GOV-26-CA-NEWSOM,Kalshi NO / PM YES,41,26,77,11224,77,93,200,77,55,200,success,none,0,11224
2026-07-06T02:10:34.806359Z,CPI-26-JUL-GT-3.2,Kalshi NO / PM YES,31,66,60,7172,60,67,200,60,44,200,success,none,0,7172
2026-07-06T02:33:30.994500Z,KXHIGHTSFO-26JUL06-T71,Kalshi NO / PM YES,29,57,184,30756,184,70,200,184,159,200,success,none,0,30756
2026-07-06T02:51:21.765875Z,AAPL-26-VISION-PRO-SALES-GT-1M,Kalshi NO / PM YES,49,39,19,3091,19,81,200,19,100,200,success,none,0,3091
2026-07-06T04:51:07.275802Z,SCOTUS-26-RETIRE-THOMAS,Kalshi YES / PM NO,44,33,69,11917,69,42,200,69,141,200,success,none,0,11917
2026-07-06T06:23:54.523577Z,FED-26-RATES-NO-HIKE-JUL,Kalshi NO / PM YES,35,27,148,18356,148,49,200,148,164,200,success,none,0,18356
2026-07-06T08:27:05.098791Z,CPI-26-JUL-LT-3.0,Kalshi YES / PM NO,42,23,191,33961,191,30,200,191,161,200,success,none,0,33961
2026-07-06T08:48:46.065443Z,NFL-26-SB-CHAMPS-KC,Kalshi NO / PM YES,31,54,13,2370,13,33,200,13,143,200,success,none,0,2370
2026-07-06T08:49:38.495622Z,ELEC-26-HOUSE-DEM-MAJ,Kalshi NO / PM YES,26,27,188,28564,188,127,200,188,119,200,success,none,0,28564
2026-07-06T09:11:51.360042Z,BTC-26-100K-EOY,Kalshi YES / PM NO,50,48,180,34348,0,64,429,0,52,429,failed_no_fill,none,0,0
2026-07-06T10:22:11.746377Z,HEAT-26-TX-JUL-RECORD,Kalshi YES / PM NO,37,38,155,18076,0,62,429,0,163,200,failed_no_fill,none,0,0
2026-07-06T10:43:49.038230Z,POTUS-26-APPROVAL-GT-45,Kalshi NO / PM YES,24,27,84,16340,0,88,429,0,65,500,failed_no_fill,none,0,0
2026-07-06T11:07:51.485420Z,POTUS-26-APPROVAL-GT-45,Kalshi YES / PM NO,38,24,64,6858,0,51,429,0,101,500,failed_no_fill,none,0,0
2026-07-06T14:41:44.662370Z,KXHIGHTSFO-26JUL06-B72.5,Kalshi NO / PM YES,46,51,18,2671,18,85,200,18,126,200,success,none,0,2671
2026-07-06T14:50:57.351244Z,HEAT-26-TX-JUL-RECORD,Kalshi NO / PM YES,50,23,34,6193,0,31,429,0,176,500,failed_no_fill,none,0,0
2026-07-06T14:55:44.470575Z,KXHIGHCHI-26JUL06-B82.5,Kalshi NO / PM YES,24,56,136,27159,136,32,200,136,100,200,success,none,0,27159
2026-07-06T16:54:13.984853Z,NFL-26-SB-CHAMPS-KC,Kalshi YES / PM NO,32,49,34,6138,0,53,200,0,195,200,failed_no_fill,none,0,0
2026-07-06T17:04:31.926659Z,OSCARS-26-BEST-PICTURE-NOLAN,Kalshi NO / PM YES,28,65,125,22323,125,57,200,125,47,200,success,none,0,22323
2026-07-06T20:40:39.902074Z,SP500-26-JUL06-GT-6000,Kalshi YES / PM NO,33,20,143,15175,0,74,429,0,136,200,failed_no_fill,none,0,0
2026-07-06T21:53:15.435318Z,OSCARS-26-BEST-PICTURE-NOLAN,Kalshi NO / PM YES,20,28,127,14009,127,117,200,127,48,200,success,none,0,14009
2026-07-06T22:15:06.377939Z,US-GDP-26-Q3-GT-2.5,Kalshi YES / PM NO,43,42,101,11765,101,135,200,101,142,200,success,none,0,11765
2026-07-06T22:21:58.267663Z,KXHIGHCHI-26JUL06-B82.5,Kalshi YES / PM NO,45,41,163,28828,0,95,500,0,177,500,failed_no_fill,none,0,0
2026-07-06T22:51:28.632236Z,CPI-26-JUL-LT-3.0,Kalshi NO / PM YES,38,57,143,27688,0,36,500,0,72,200,failed_no_fill,none,0,0
2026-07-06T22:52:57.158069Z,HURRICANE-26-CAT5-FL,Kalshi YES / PM NO,44,35,173,21563,173,147,200,173,165,200,success,none,0,21563
2026-07-06T23:40:02.983438Z,SCOTUS-26-RETIRE-THOMAS,Kalshi NO / PM YES,25,67,34,5709,34,89,200,34,108,200,success,none,0,5709
2026-07-06T23:44:09.124512Z,TSLA-26-ROBOTAXI-LAUNCH,Kalshi YES / PM NO,32,24,87,9573,0,55,500,0,129,429,failed_no_fill,none,0,0
