timestamp,pair_id,strategy,k_price,p_price,intended_qty,theoretical_profit,k_fill_qty,k_fill_time_ms,k_status_code,p_fill_qty,p_fill_time_ms,p_status_code,outcome,unwind_action,unwind_pnl,net_realized_pnl
2026-06-21T01:43:45.496986Z,BTC-26-100K-EOY,Kalshi NO / PM YES,23,65,173,24319,173,137,200,173,157,200,success,none,0,24319
2026-06-21T04:05:18.886511Z,UNEMP-26-JUN-LT-4.0,Kalshi NO / PM YES,38,52,161,23409,0,107,429,0,140,429,failed_no_fill,none,0,0
2026-06-21T04:44:33.094946Z,HEAT-26-TX-JUN-RECORD,Kalshi NO / PM YES,21,53,117,12677,117,150,200,117,193,200,success,none,0,12677
2026-06-21T06:55:55.952781Z,FED-26-RATES-NO-HIKE-JUN,Kalshi NO / PM YES,28,42,104,17686,0,139,429,0,48,500,failed_no_fill,none,0,0
2026-06-21T09:27:12.390048Z,HURRICANE-26-CAT5-FL,Kalshi NO / PM YES,21,70,190,21156,190,77,200,0,149,429,leg_failed_unwind,market_sell_kalshi,-2585,-2585
2026-06-21T09:28:49.269684Z,HEAT-26-TX-JUN-RECORD,Kalshi NO / PM YES,37,22,180,18308,0,146,500,0,52,429,failed_no_fill,none,0,0
2026-06-21T11:11:34.342905Z,CPI-26-JUN-LT-3.0,Kalshi NO / PM YES,20,32,188,20513,188,95,200,58,64,200,partial_unwind,market_sell_kalshi,-517,5811
2026-06-21T12:09:30.174047Z,TSLA-26-ROBOTAXI-LAUNCH,Kalshi YES / PM NO,39,24,130,23010,130,71,200,130,40,200,success,none,0,23010
2026-06-21T12:13:47.931427Z,KXHIGHCHI-26JUN21-T79,Kalshi YES / PM NO,53,45,12,2160,0,55,429,0,136,429,failed_no_fill,none,0,0
2026-06-21T12:25:29.985030Z,ELEC-26-SENATE-GOP-MAJ,Kalshi NO / PM YES,22,23,18,2164,18,82,200,18,48,200,success,none,0,2164
2026-06-21T12:29:54.944077Z,ETH-26-ETF-APPROVAL-Q2,Kalshi NO / PM YES,44,24,132,13221,132,73,200,0,145,429,leg_failed_unwind,market_sell_kalshi,-2868,-2868
2026-06-21T12:36:39.746439Z,KXHIGHTSFO-26JUN21-B72.5,Kalshi YES / PM NO,43,52,71,7759,71,86,200,71,47,200,success,none,0,7759
2026-06-21T13:05:39.612673Z,NFL-26-MVP-MAHOMES,Kalshi YES / PM NO,58,25,48,7649,48,91,200,13,46,200,partial_unwind,market_sell_kalshi,-550,1521
2026-06-21T16:04:12.497902Z,GOV-26-FL-DESANTIS-WIN,Kalshi NO / PM YES,46,34,44,7462,44,104,200,44,173,200,success,none,0,7462
2026-06-21T17:03:35.463267Z,US-GDP-26-Q2-GT-2.5,Kalshi NO / PM YES,39,45,166,32485,0,77,429,0,104,500,failed_no_fill,none,0,0
2026-06-21T19:45:13.486623Z,POTUS-26-APPROVAL-GT-45,Kalshi YES / PM NO,47,35,167,30159,167,137,200,167,197,200,success,none,0,30159
2026-06-21T21:19:59.701306Z,BTC-26-100K-EOY,Kalshi NO / PM YES,43,45,90,16235,90,118,200,90,81,200,success,none,0,16235
2026-06-21T21:32:40.164611Z,GOV-26-FL-DESANTIS-WIN,Kalshi YES / PM NO,55,21,83,9168,83,84,200,83,49,200,success,none,0,9168
2026-06-21T22:10:18.732214Z,POTUS-26-APPROVAL-GT-45,Kalshi NO / PM YES,21,38,88,11299,0,56,500,0,80,429,failed_no_fill,none,0,0
2026-06-21T23:24:17.983706Z,GPT-26-AGI-ACHIEVED-Q2,Kalshi NO / PM YES,42,36,39,6217,0,60,429,0,114,500,failed_no_fill,none,0,0
