timestamp,pair_id,strategy,k_price,p_price,intended_qty,theoretical_profit,k_fill_qty,k_fill_time_ms,k_status_code,p_fill_qty,p_fill_time_ms,p_status_code,outcome,unwind_action,unwind_pnl,net_realized_pnl
2026-07-02T00:09:12.789926Z,KXHIGHCHI-26JUL02-T79,Kalshi YES / PM NO,41,26,150,19027,0,117,429,0,147,500,failed_no_fill,none,0,0
2026-07-02T00:57:42.550629Z,KXHIGHCHI-26JUL02-B82.5,Kalshi NO / PM YES,20,34,96,15587,96,118,200,96,95,200,success,none,0,15587
2026-07-02T02:23:13.403796Z,BOXOFFICE-26-AVATAR3-GT-2B,Kalshi YES / PM NO,54,29,134,19446,0,115,500,0,113,500,failed_no_fill,none,0,0
2026-07-02T02:43:03.528497Z,SCOTUS-26-RETIRE-THOMAS,Kalshi YES / PM NO,43,43,157,29387,157,47,200,157,60,200,success,none,0,29387
2026-07-02T03:27:59.471974Z,SP500-26-JUL02-GT-6000,Kalshi YES / PM NO,57,22,112,15117,112,34,200,112,54,200,success,none,0,15117
2026-07-02T04:04:39.927774Z,KXHIGHCHI-26JUL02-B82.5,Kalshi NO / PM YES,44,48,49,4931,49,34,200,9,85,200,partial_unwind,market_sell_kalshi,-1907,-1002
2026-07-02T06:49:39.998950Z,AAPL-26-VISION-PRO-SALES-GT-1M,Kalshi NO / PM YES,31,44,164,20253,164,119,200,164,52,200,success,none,0,20253
2026-07-02T07:33:05.074150Z,GOV-26-FL-DESANTIS-WIN,Kalshi YES / PM NO,45,43,178,33753,0,62,500,0,42,429,failed_no_fill,none,0,0
2026-07-02T08:56:12.537205Z,AAPL-26-VISION-PRO-SALES-GT-1M,Kalshi NO / PM YES,22,65,194,38365,194,149,200,194,83,200,success,none,0,38365
2026-07-02T09:09:10.319823Z,KXHIGHCHI-26JUL02-T79,Kalshi NO / PM YES,39,49,60,9781,0,100,500,0,41,429,failed_no_fill,none,0,0
2026-07-02T10:46:12.132735Z,HEAT-26-TX-JUL-RECORD,Kalshi NO / PM YES,28,37,187,32171,0,84,500,0,135,500,failed_no_fill,none,0,0
2026-07-02T11:37:23.255141Z,KXHIGHCHI-26JUL02-T79,Kalshi NO / PM YES,32,46,10,1811,10,51,200,10,114,200,success,none,0,1811
2026-07-02T11:40:05.860062Z,ELEC-26-SENATE-GOP-MAJ,Kalshi NO / PM YES,46,42,69,10942,0,85,500,0,49,200,failed_no_fill,none,0,0
2026-07-02T12:46:58.978945Z,OSCARS-26-BEST-PICTURE-NOLAN,Kalshi NO / PM YES,42,32,88,15833,88,39,200,88,52,200,success,none,0,15833
2026-07-02T13:03:42.936381Z,ELEC-26-SENATE-GOP-MAJ,Kalshi YES / PM NO,50,44,150,24777,150,141,200,150,154,200,success,none,0,24777
2026-07-02T13:52:09.604511Z,NFL-26-SB-CHAMPS-KC,Kalshi YES / PM NO,31,21,146,20930,146,33,200,0,178,500,leg_failed_unwind,market_sell_kalshi,-3036,-3036
2026-07-02T17:19:46.413734Z,POTUS-26-APPROVAL-GT-45,Kalshi YES / PM NO,44,52,129,15105,129,113,200,129,68,200,success,none,0,15105
2026-07-02T18:06:02.411516Z,SCOTUS-26-RETIRE-THOMAS,Kalshi NO / PM YES,21,54,125,12902,125,37,200,125,49,200,success,none,0,12902
2026-07-02T19:10:17.794004Z,UNEMP-26-JUL-LT-4.0,Kalshi YES / PM NO,55,30,58,8647,58,60,200,31,133,200,partial_unwind,market_sell_kalshi,-837,3784
2026-07-02T19:18:46.956298Z,FED-26-RATES-50BPS-JUL,Kalshi YES / PM NO,48,30,105,18330,105,150,200,105,166,200,success,none,0,18330
2026-07-02T19:50:00.089236Z,BOXOFFICE-26-AVATAR3-GT-2B,Kalshi YES / PM NO,32,31,137,17691,137,139,200,137,172,200,success,none,0,17691
2026-07-02T20:35:03.516348Z,FED-26-RATES-50BPS-JUL,Kalshi YES / PM NO,57,33,106,18558,0,118,500,0,112,429,failed_no_fill,none,0,0
2026-07-02T21:01:04.836081Z,UNEMP-26-JUL-LT-4.0,Kalshi NO / PM YES,37,45,114,21254,0,144,500,0,64,500,failed_no_fill,none,0,0
