timestamp,pair_id,strategy,k_price,p_price,intended_qty,theoretical_profit,k_fill_qty,k_fill_time_ms,k_status_code,p_fill_qty,p_fill_time_ms,p_status_code,outcome,unwind_action,unwind_pnl,net_realized_pnl
2026-06-28T00:47:21.286150Z,GPT-24-AGI,Kalshi NO / PM YES,48,41,79,63200,79,101,200,79,112,200,success,none,0,63200
2026-06-28T04:04:13.983806Z,BTC-24-100K,Kalshi YES / PM NO,31,63,26,7800,26,128,200,26,91,200,success,none,0,7800
2026-06-28T07:20:36.433402Z,BTC-24-100K,Kalshi NO / PM YES,38,59,24,2400,24,85,200,24,65,200,success,none,0,2400
2026-06-28T09:43:50.329748Z,ELEC-24-PREZ,Kalshi NO / PM YES,44,40,10,13000,10,45,200,10,175,200,success,none,0,13000
2026-06-28T11:07:47.862832Z,GPT-24-AGI,Kalshi NO / PM YES,38,57,70,14000,70,133,200,70,106,200,success,none,0,14000
2026-06-28T11:16:20.487839Z,BTC-24-100K,Kalshi NO / PM YES,35,20,122,524600,122,122,200,83,113,200,partial_unwind,market_sell_kalshi,-617,356283
2026-06-28T14:04:06.657827Z,BTC-24-100K,Kalshi NO / PM YES,20,23,96,518400,96,137,200,96,82,200,success,none,0,518400
2026-06-28T14:09:43.593757Z,NFL-24-MVP,Kalshi NO / PM YES,23,31,30,135000,30,104,200,30,92,200,success,none,0,135000
2026-06-28T21:13:09.688693Z,NFL-24-MVP,Kalshi NO / PM YES,45,53,150,15000,150,64,200,150,101,200,success,none,0,15000
2026-06-28T23:27:34.786112Z,ELEC-24-PREZ,Kalshi YES / PM NO,37,23,178,658600,178,108,200,178,88,200,success,none,0,658600
