timestamp,pair_id,strategy,k_price,p_price,intended_qty,theoretical_profit,k_fill_qty,k_fill_time_ms,k_status_code,p_fill_qty,p_fill_time_ms,p_status_code,outcome,unwind_action,unwind_pnl,net_realized_pnl
2026-08-14T00:59:01.103418Z,GOV-26-FL-DESANTIS-WIN,Kalshi YES / PM NO,56,21,128,25405,128,59,200,0,88,429,leg_failed_unwind,market_sell_kalshi,-2183,-2183
2026-08-14T01:25:52.131998Z,AAPL-26-VISION-PRO-SALES-GT-1M,Kalshi YES / PM NO,37,33,57,7707,0,66,429,0,67,500,failed_no_fill,none,0,0
2026-08-14T03:09:39.028298Z,ETH-26-ETF-APPROVAL-Q3,Kalshi NO / PM YES,45,22,170,27226,170,130,200,170,137,200,success,none,0,27226
2026-08-14T03:21:29.685492Z,KXHIGHLAX-26AUG14-T71,Kalshi YES / PM NO,46,52,183,34066,183,140,200,183,165,200,success,none,0,34066
2026-08-14T04:00:44.590947Z,CPI-26-AUG-GT-3.2,Kalshi YES / PM NO,32,25,58,9460,58,70,200,58,198,200,success,none,0,9460
2026-08-14T04:08:24.892052Z,AAPL-26-VISION-PRO-SALES-GT-1M,Kalshi NO / PM YES,44,49,111,20726,111,63,200,111,42,200,success,none,0,20726
2026-08-14T06:56:46.355108Z,KXHIGHCHI-26AUG14-T79,Kalshi NO / PM YES,50,23,124,12481,124,68,200,124,116,200,success,none,0,12481
2026-08-14T08:16:48.423272Z,NBA-26-CHAMPS-BOS,Kalshi YES / PM NO,34,43,188,25630,0,57,500,0,101,429,failed_no_fill,none,0,0
2026-08-14T10:52:49.496703Z,KXHIGHMIA-26AUG14-B94.5,Kalshi YES / PM NO,39,47,81,11785,81,49,200,81,57,200,success,none,0,11785
2026-08-14T12:31:56.560888Z,FED-26-RATES-NO-HIKE-AUG,Kalshi NO / PM YES,47,43,101,11569,101,96,200,101,63,200,success,none,0,11569
2026-08-14T13:10:51.148648Z,KXHIGHMIA-26AUG14-B94.5,Kalshi YES / PM NO,55,30,39,7706,0,130,429,0,84,200,failed_no_fill,none,0,0
2026-08-14T15:11:59.933587Z,GOV-26-FL-DESANTIS-WIN,Kalshi YES / PM NO,59,39,199,23762,199,134,200,199,186,200,success,none,0,23762
2026-08-14T15:24:23.241227Z,NFL-26-SB-CHAMPS-KC,Kalshi YES / PM NO,48,28,145,26516,145,68,200,145,114,200,success,none,0,26516
2026-08-14T15:25:04.006337Z,GPT-26-AGI-ACHIEVED-Q3,Kalshi YES / PM NO,58,23,92,9585,92,76,200,0,149,500,leg_failed_unwind,market_sell_kalshi,-3206,-3206
2026-08-14T15:41:41.236279Z,NFL-26-SB-CHAMPS-KC,Kalshi NO / PM YES,50,20,54,9990,0,53,500,0,165,200,failed_no_fill,none,0,0
2026-08-14T16:14:38.097099Z,KXHIGHMIA-26AUG14-B94.5,Kalshi YES / PM NO,33,36,196,35846,0,97,500,0,160,500,failed_no_fill,none,0,0
2026-08-14T16:55:28.892961Z,HURRICANE-26-CAT5-FL,Kalshi NO / PM YES,36,59,79,15682,79,112,200,10,112,200,partial_unwind,market_sell_kalshi,-844,1141
2026-08-14T22:33:50.646046Z,AAPL-26-VISION-PRO-SALES-GT-1M,Kalshi YES / PM NO,31,57,70,10345,70,81,200,0,144,500,leg_failed_unwind,market_sell_kalshi,-3201,-3201
