timestamp,pair_id,strategy,k_price,p_price,intended_qty,theoretical_profit,k_fill_qty,k_fill_time_ms,k_status_code,p_fill_qty,p_fill_time_ms,p_status_code,outcome,unwind_action,unwind_pnl,net_realized_pnl
2026-07-19T01:06:52.619471Z,BTC-26-100K-EOY,Kalshi NO / PM YES,40,51,127,13380,127,130,200,0,131,429,leg_failed_unwind,market_sell_kalshi,-3408,-3408
2026-07-19T01:42:32.892392Z,KXHIGHCHI-26JUL19-B82.5,Kalshi NO / PM YES,20,45,133,24268,0,133,500,0,42,200,failed_no_fill,none,0,0
2026-07-19T01:47:53.189916Z,FED-26-RATES-50BPS-JUL,Kalshi YES / PM NO,42,54,152,25256,152,130,200,152,98,200,success,none,0,25256
2026-07-19T02:41:50.249174Z,NFL-26-MVP-MAHOMES,Kalshi NO / PM YES,43,49,91,9223,91,67,200,0,150,429,leg_failed_unwind,market_sell_kalshi,-1553,-1553
2026-07-19T03:15:43.549368Z,SP500-26-JUL19-GT-6000,Kalshi YES / PM NO,47,39,44,7262,44,49,200,20,174,200,partial_unwind,market_sell_kalshi,-1092,2209
2026-07-19T06:52:14.604978Z,AAPL-26-VISION-PRO-SALES-GT-1M,Kalshi YES / PM NO,51,27,117,15422,117,102,200,117,54,200,success,none,0,15422
2026-07-19T07:29:07.798263Z,KXHIGHTSFO-26JUL19-B72.5,Kalshi YES / PM NO,34,49,173,17828,173,109,200,173,136,200,success,none,0,17828
2026-07-19T10:25:02.707660Z,NFL-26-SB-CHAMPS-KC,Kalshi YES / PM NO,57,26,71,10166,71,77,200,71,148,200,success,none,0,10166
2026-07-19T10:45:50.221761Z,TSLA-26-ROBOTAXI-LAUNCH,Kalshi NO / PM YES,49,35,22,2540,22,103,200,22,136,200,success,none,0,2540
2026-07-19T11:26:05.299900Z,FED-26-RATES-NO-HIKE-JUL,Kalshi YES / PM NO,30,65,56,8830,0,49,429,0,120,429,failed_no_fill,none,0,0
2026-07-19T13:13:42.534715Z,CPI-26-JUL-GT-3.2,Kalshi NO / PM YES,30,24,96,10998,96,44,200,82,143,200,partial_unwind,market_sell_kalshi,-1945,7449
2026-07-19T15:09:18.111931Z,AAPL-26-VISION-PRO-SALES-GT-1M,Kalshi NO / PM YES,23,75,57,5763,57,118,200,57,55,200,success,none,0,5763
2026-07-19T16:50:09.958323Z,NBA-26-CHAMPS-BOS,Kalshi NO / PM YES,25,34,186,23326,0,72,500,0,126,429,failed_no_fill,none,0,0
2026-07-19T18:00:21.469713Z,TSLA-26-ROBOTAXI-LAUNCH,Kalshi NO / PM YES,43,21,43,6455,0,73,429,0,84,500,failed_no_fill,none,0,0
2026-07-19T18:19:59.174311Z,KXHIGHLAX-26JUL19-T71,Kalshi YES / PM NO,45,31,57,6752,57,139,200,23,180,200,partial_unwind,market_sell_kalshi,-964,1760
2026-07-19T18:20:54.587641Z,CPI-26-JUL-LT-3.0,Kalshi NO / PM YES,34,60,34,5848,34,132,200,14,134,200,partial_unwind,market_sell_kalshi,-1724,684
2026-07-19T22:10:54.237279Z,NBA-26-CHAMPS-BOS,Kalshi YES / PM NO,58,23,27,2993,27,129,200,27,189,200,success,none,0,2993
2026-07-19T22:31:45.402028Z,CPI-26-JUL-GT-3.2,Kalshi NO / PM YES,43,41,42,5295,42,78,200,42,66,200,success,none,0,5295
2026-07-19T22:34:22.874759Z,HEAT-26-TX-JUL-RECORD,Kalshi YES / PM NO,43,33,89,14893,0,114,429,0,78,500,failed_no_fill,none,0,0
