timestamp,pair_id,strategy,k_price,p_price,intended_qty,theoretical_profit,k_fill_qty,k_fill_time_ms,k_status_code,p_fill_qty,p_fill_time_ms,p_status_code,outcome,unwind_action,unwind_pnl,net_realized_pnl
2026-07-05T00:37:28.030311Z,ELEC-26-SENATE-GOP-MAJ,Kalshi NO / PM YES,32,60,160,20308,160,57,200,0,90,500,leg_failed_unwind,market_sell_kalshi,-3314,-3314
2026-07-05T01:03:12.648981Z,HURRICANE-26-CAT5-FL,Kalshi YES / PM NO,46,43,65,11121,65,87,200,65,76,200,success,none,0,11121
2026-07-05T09:01:52.725820Z,POTUS-26-APPROVAL-GT-45,Kalshi YES / PM NO,33,25,159,22682,159,60,200,0,102,500,leg_failed_unwind,market_sell_kalshi,-2946,-2946
2026-07-05T11:29:25.648107Z,FED-26-RATES-NO-HIKE-JUL,Kalshi NO / PM YES,41,39,40,6385,0,135,200,0,140,200,failed_no_fill,none,0,0
2026-07-05T13:21:22.665882Z,KXHIGHMIA-26JUL05-B94.5,Kalshi YES / PM NO,46,39,16,2353,16,137,200,16,50,200,success,none,0,2353
2026-07-05T13:44:37.044496Z,FED-26-RATES-50BPS-JUL,Kalshi YES / PM NO,43,30,176,31225,176,98,200,176,122,200,success,none,0,31225
2026-07-05T13:56:00.325101Z,ELEC-26-SENATE-GOP-MAJ,Kalshi NO / PM YES,31,36,75,9520,0,133,429,0,76,500,failed_no_fill,none,0,0
2026-07-05T14:11:06.795904Z,KXHIGHCHI-26JUL05-B82.5,Kalshi YES / PM NO,30,24,97,10900,97,83,200,15,90,200,partial_unwind,market_sell_kalshi,-577,1108
2026-07-05T14:55:22.272219Z,UNEMP-26-JUL-LT-4.0,Kalshi YES / PM NO,37,20,11,1565,11,40,200,11,105,200,success,none,0,1565
2026-07-05T15:06:10.956638Z,GPT-26-AGI-ACHIEVED-Q3,Kalshi YES / PM NO,34,47,148,23480,148,95,200,148,117,200,success,none,0,23480
2026-07-05T15:58:05.402153Z,TSLA-26-ROBOTAXI-LAUNCH,Kalshi NO / PM YES,43,47,104,18037,0,69,429,0,80,200,failed_no_fill,none,0,0
2026-07-05T17:23:17.982206Z,KXHIGHTSFO-26JUL05-B72.5,Kalshi YES / PM NO,55,40,149,19024,149,132,200,0,187,429,leg_failed_unwind,market_sell_kalshi,-3537,-3537
2026-07-05T17:35:26.002095Z,KXHIGHCHI-26JUL05-B82.5,Kalshi YES / PM NO,39,47,62,8034,62,68,200,15,190,200,partial_unwind,market_sell_kalshi,-872,1071
2026-07-05T19:11:01.706652Z,SCOTUS-26-RETIRE-THOMAS,Kalshi NO / PM YES,35,49,20,3358,0,123,500,0,175,500,failed_no_fill,none,0,0
2026-07-05T23:34:47.531033Z,FED-26-RATES-50BPS-JUL,Kalshi NO / PM YES,22,53,54,6273,0,89,200,0,69,200,failed_no_fill,none,0,0
