timestamp,pair_id,strategy,k_price,p_price,intended_qty,theoretical_profit,k_fill_qty,k_fill_time_ms,k_status_code,p_fill_qty,p_fill_time_ms,p_status_code,outcome,unwind_action,unwind_pnl,net_realized_pnl
2026-07-03T02:09:22.607338Z,ELEC-24-PREZ,Kalshi YES / PM NO,54,22,192,403200,192,75,200,192,125,200,success,none,0,403200
2026-07-03T03:41:11.745765Z,NFL-24-MVP,Kalshi YES / PM NO,40,25,133,438900,133,118,200,133,59,200,success,none,0,438900
2026-07-03T05:01:51.340980Z,BTC-24-100K,Kalshi NO / PM YES,25,59,87,130500,87,132,200,87,118,200,success,none,0,130500
2026-07-03T07:17:33.926244Z,ELEC-24-PREZ,Kalshi YES / PM NO,43,40,108,151200,108,75,200,108,64,200,success,none,0,151200
2026-07-03T09:17:15.174124Z,FED-24-RATES,Kalshi NO / PM YES,32,30,24,86400,24,101,200,24,116,200,success,none,0,86400
2026-07-03T11:20:11.326213Z,ELEC-24-PREZ,Kalshi NO / PM YES,30,52,72,122400,72,39,200,72,179,200,success,none,0,122400
2026-07-03T15:36:28.410890Z,ELEC-24-PREZ,Kalshi YES / PM NO,60,37,81,8100,81,55,200,81,81,200,success,none,0,8100
2026-07-03T16:02:10.229521Z,NFL-24-MVP,Kalshi YES / PM NO,30,53,74,111000,74,88,200,74,175,200,success,none,0,111000
2026-07-03T18:56:17.394646Z,ELEC-24-PREZ,Kalshi YES / PM NO,33,39,67,174200,67,78,200,67,132,200,success,none,0,174200
2026-07-03T22:22:07.159827Z,ELEC-24-PREZ,Kalshi NO / PM YES,31,45,128,281600,128,106,200,128,129,200,success,none,0,281600
2026-07-03T22:33:09.115113Z,ELEC-24-PREZ,Kalshi NO / PM YES,34,36,191,534800,191,69,200,191,107,200,success,none,0,534800
