timestamp,pair_id,strategy,k_price,p_price,intended_qty,theoretical_profit,k_fill_qty,k_fill_time_ms,k_status_code,p_fill_qty,p_fill_time_ms,p_status_code,outcome,unwind_action,unwind_pnl,net_realized_pnl
2026-07-26T00:40:52.363955Z,NFL-26-MVP-MAHOMES,Kalshi NO / PM YES,36,41,149,24777,149,100,200,149,158,200,success,none,0,24777
2026-07-26T01:29:50.045456Z,HURRICANE-26-CAT5-FL,Kalshi YES / PM NO,37,20,39,5450,39,87,200,0,192,500,leg_failed_unwind,market_sell_kalshi,-1941,-1941
2026-07-26T02:17:19.153031Z,CPI-26-JUL-LT-3.0,Kalshi NO / PM YES,50,25,17,3028,17,35,200,17,200,200,success,none,0,3028
2026-07-26T05:18:26.108709Z,GOV-26-FL-DESANTIS-WIN,Kalshi YES / PM NO,58,39,193,31696,193,115,200,193,167,200,success,none,0,31696
2026-07-26T08:00:10.928681Z,GOV-26-FL-DESANTIS-WIN,Kalshi YES / PM NO,52,34,102,11574,102,36,200,0,149,500,leg_failed_unwind,market_sell_kalshi,-3427,-3427
2026-07-26T08:51:22.282230Z,SPACE-26-STARSHIP-ORBIT,Kalshi YES / PM NO,60,28,133,15870,133,63,200,133,79,200,success,none,0,15870
2026-07-26T08:52:09.703018Z,ELEC-26-SENATE-GOP-MAJ,Kalshi YES / PM NO,43,23,92,13438,92,117,200,92,123,200,success,none,0,13438
2026-07-26T09:58:32.425329Z,HURRICANE-26-CAT5-FL,Kalshi NO / PM YES,36,44,33,4683,33,144,200,7,108,200,partial_unwind,market_sell_kalshi,-544,449
2026-07-26T11:23:59.427890Z,ETH-26-ETF-APPROVAL-Q3,Kalshi NO / PM YES,35,56,199,36350,0,102,200,0,48,200,failed_no_fill,none,0,0
2026-07-26T12:24:16.385690Z,KXHIGHTSFO-26JUL26-T71,Kalshi NO / PM YES,35,55,98,11306,98,150,200,0,167,500,leg_failed_unwind,market_sell_kalshi,-3070,-3070
2026-07-26T13:46:06.471598Z,FDA-26-CRISPR-APPROVAL-SICKLE,Kalshi YES / PM NO,36,34,48,8771,48,144,200,48,51,200,success,none,0,8771
2026-07-26T16:08:39.541588Z,FED-26-RATES-50BPS-JUL,Kalshi YES / PM NO,48,21,26,2663,0,119,500,0,161,500,failed_no_fill,none,0,0
2026-07-26T16:10:07.777237Z,OSCARS-26-BEST-PICTURE-NOLAN,Kalshi YES / PM NO,55,20,147,27535,147,130,200,147,188,200,success,none,0,27535
2026-07-26T16:18:39.565613Z,NFL-26-MVP-MAHOMES,Kalshi NO / PM YES,35,29,120,13187,0,132,200,0,40,200,failed_no_fill,none,0,0
2026-07-26T18:52:13.034493Z,OSCARS-26-BEST-PICTURE-NOLAN,Kalshi YES / PM NO,36,39,24,3662,0,122,500,0,105,200,failed_no_fill,none,0,0
2026-07-26T18:56:53.551840Z,ELEC-26-SENATE-GOP-MAJ,Kalshi YES / PM NO,44,46,60,8943,60,71,200,60,163,200,success,none,0,8943
2026-07-26T19:24:02.023470Z,KXHIGHCHI-26JUL26-T79,Kalshi NO / PM YES,41,23,11,1214,11,61,200,11,65,200,success,none,0,1214
2026-07-26T23:21:23.627533Z,KXHIGHTSFO-26JUL26-B72.5,Kalshi YES / PM NO,30,49,95,15713,95,83,200,95,78,200,success,none,0,15713
