timestamp,pair_id,strategy,k_price,p_price,intended_qty,theoretical_profit,k_fill_qty,k_fill_time_ms,k_status_code,p_fill_qty,p_fill_time_ms,p_status_code,outcome,unwind_action,unwind_pnl,net_realized_pnl
2026-07-29T00:40:34.470861Z,ETH-26-ETF-APPROVAL-Q3,Kalshi NO / PM YES,25,53,125,16838,0,82,429,0,181,500,failed_no_fill,none,0,0
2026-07-29T02:44:13.617232Z,BTC-26-100K-EOY,Kalshi NO / PM YES,25,21,156,17540,156,68,200,156,95,200,success,none,0,17540
2026-07-29T03:36:27.870520Z,TSLA-26-ROBOTAXI-LAUNCH,Kalshi NO / PM YES,47,26,121,17402,121,80,200,121,125,200,success,none,0,17402
2026-07-29T04:00:57.393673Z,UNEMP-26-JUL-LT-4.0,Kalshi NO / PM YES,22,43,19,1959,19,131,200,19,181,200,success,none,0,1959
2026-07-29T04:32:09.357023Z,SPACE-26-STARSHIP-ORBIT,Kalshi YES / PM NO,36,49,192,28792,192,52,200,192,117,200,success,none,0,28792
2026-07-29T06:07:35.176652Z,ELEC-26-SENATE-GOP-MAJ,Kalshi NO / PM YES,26,59,20,2953,0,44,429,0,164,500,failed_no_fill,none,0,0
2026-07-29T06:13:41.641886Z,KXHIGHLAX-26JUL29-T71,Kalshi YES / PM NO,44,21,93,17160,0,50,429,0,157,429,failed_no_fill,none,0,0
2026-07-29T08:07:45.010904Z,AAPL-26-VISION-PRO-SALES-GT-1M,Kalshi NO / PM YES,25,22,48,7571,48,34,200,48,162,200,success,none,0,7571
2026-07-29T09:18:11.868911Z,NBA-26-CHAMPS-BOS,Kalshi YES / PM NO,33,65,193,27007,193,37,200,193,191,200,success,none,0,27007
2026-07-29T09:29:17.375794Z,SPACE-26-STARSHIP-ORBIT,Kalshi NO / PM YES,43,45,155,16504,155,92,200,155,161,200,success,none,0,16504
2026-07-29T09:35:18.524874Z,ELEC-26-SENATE-GOP-MAJ,Kalshi NO / PM YES,27,27,163,26513,0,61,500,0,70,429,failed_no_fill,none,0,0
2026-07-29T11:20:14.792951Z,US-GDP-26-Q3-GT-2.5,Kalshi NO / PM YES,48,39,167,19453,0,55,500,0,103,200,failed_no_fill,none,0,0
2026-07-29T11:34:57.205564Z,ELEC-26-HOUSE-DEM-MAJ,Kalshi YES / PM NO,57,22,166,30279,0,72,429,0,89,500,failed_no_fill,none,0,0
2026-07-29T13:35:22.571219Z,GOV-26-CA-NEWSOM,Kalshi NO / PM YES,41,27,57,9468,57,71,200,0,98,500,leg_failed_unwind,market_sell_kalshi,-3902,-3902
2026-07-29T15:41:08.780484Z,FED-26-RATES-NO-HIKE-JUL,Kalshi NO / PM YES,32,40,46,5507,0,131,429,0,192,200,failed_no_fill,none,0,0
2026-07-29T15:46:11.501374Z,ELEC-26-SENATE-GOP-MAJ,Kalshi NO / PM YES,44,49,151,20187,151,112,200,32,189,200,partial_unwind,market_sell_kalshi,-709,3569
2026-07-29T17:26:47.305887Z,NFL-26-MVP-MAHOMES,Kalshi NO / PM YES,31,53,46,8745,46,54,200,46,41,200,success,none,0,8745
2026-07-29T18:01:23.646483Z,ELEC-26-SENATE-GOP-MAJ,Kalshi YES / PM NO,30,67,72,13608,72,90,200,72,130,200,success,none,0,13608
2026-07-29T18:51:54.220690Z,GOV-26-FL-DESANTIS-WIN,Kalshi YES / PM NO,50,36,71,13073,71,84,200,71,73,200,success,none,0,13073
2026-07-29T19:31:57.593938Z,FDA-26-CRISPR-APPROVAL-SICKLE,Kalshi NO / PM YES,25,37,146,15151,0,128,429,0,117,500,failed_no_fill,none,0,0
2026-07-29T19:39:08.496038Z,POTUS-26-APPROVAL-GT-45,Kalshi YES / PM NO,31,30,24,4109,0,42,429,0,158,500,failed_no_fill,none,0,0
2026-07-29T23:08:24.588584Z,KXHIGHCHI-26JUL29-B82.5,Kalshi YES / PM NO,50,47,54,5890,54,47,200,54,149,200,success,none,0,5890
