timestamp,pair_id,strategy,k_price,p_price,intended_qty,theoretical_profit,k_fill_qty,k_fill_time_ms,k_status_code,p_fill_qty,p_fill_time_ms,p_status_code,outcome,unwind_action,unwind_pnl,net_realized_pnl
2026-06-24T02:27:37.791442Z,ELEC-24-PREZ,Kalshi YES / PM NO,60,26,166,182600,166,53,200,166,53,200,success,none,0,182600
2026-06-24T03:59:46.333898Z,BTC-24-100K,Kalshi YES / PM NO,44,31,14,32200,14,84,200,14,182,200,success,none,0,32200
2026-06-24T05:32:39.484867Z,BTC-24-100K,Kalshi NO / PM YES,29,34,165,594000,165,148,200,165,183,200,success,none,0,594000
2026-06-24T05:59:15.284369Z,ELEC-24-PREZ,Kalshi NO / PM YES,47,20,194,601400,194,125,200,194,169,200,success,none,0,601400
2026-06-24T08:12:36.388708Z,NFL-24-MVP,Kalshi YES / PM NO,44,26,67,194300,67,110,200,67,149,200,success,none,0,194300
2026-06-24T08:28:26.791370Z,NFL-24-MVP,Kalshi YES / PM NO,57,25,110,165000,110,93,200,107,63,200,partial_unwind,market_sell_kalshi,-1373,159127
2026-06-24T08:30:27.274185Z,ELEC-24-PREZ,Kalshi YES / PM NO,31,27,74,303400,74,115,200,74,183,200,success,none,0,303400
2026-06-24T09:53:13.801263Z,BTC-24-100K,Kalshi NO / PM YES,45,33,69,131100,69,99,200,69,72,200,success,none,0,131100
2026-06-24T12:03:45.192736Z,BTC-24-100K,Kalshi NO / PM YES,32,63,59,17700,59,96,200,29,67,200,partial_unwind,market_sell_kalshi,-1714,6986
2026-06-24T13:06:15.660023Z,NFL-24-MVP,Kalshi YES / PM NO,48,29,36,75600,36,89,200,36,153,200,success,none,0,75600
2026-06-24T14:48:24.221583Z,NFL-24-MVP,Kalshi NO / PM YES,50,42,122,85400,122,90,200,122,49,200,success,none,0,85400
2026-06-24T16:15:43.833532Z,NFL-24-MVP,Kalshi YES / PM NO,36,61,91,18200,91,114,200,91,143,200,success,none,0,18200
2026-06-24T16:20:54.887995Z,NFL-24-MVP,Kalshi YES / PM NO,37,61,104,10400,104,147,200,104,126,200,success,none,0,10400
2026-06-24T16:26:36.315739Z,NFL-24-MVP,Kalshi NO / PM YES,20,66,85,110500,85,124,200,85,53,200,success,none,0,110500
2026-06-24T17:28:22.637516Z,BTC-24-100K,Kalshi NO / PM YES,49,23,17,44200,17,125,200,17,186,200,success,none,0,44200
2026-06-24T22:06:20.060249Z,FED-24-RATES,Kalshi NO / PM YES,43,52,98,39200,98,78,200,98,56,200,success,none,0,39200
