timestamp,pair_id,strategy,k_price,p_price,intended_qty,theoretical_profit,k_fill_qty,k_fill_time_ms,k_status_code,p_fill_qty,p_fill_time_ms,p_status_code,outcome,unwind_action,unwind_pnl,net_realized_pnl
2026-07-08T00:17:39.906220Z,SPACE-26-STARSHIP-ORBIT,Kalshi NO / PM YES,28,70,187,26990,187,96,200,187,45,200,success,none,0,26990
2026-07-08T00:49:18.291111Z,BOXOFFICE-26-AVATAR3-GT-2B,Kalshi YES / PM NO,32,25,23,4442,0,113,429,0,138,200,failed_no_fill,none,0,0
2026-07-08T02:22:50.976501Z,KXHIGHMIA-26JUL08-B94.5,Kalshi NO / PM YES,23,31,21,2481,0,39,500,0,200,500,failed_no_fill,none,0,0
2026-07-08T03:15:50.566719Z,NBA-26-CHAMPS-BOS,Kalshi NO / PM YES,25,55,48,8660,48,96,200,48,109,200,success,none,0,8660
2026-07-08T03:19:48.430329Z,NFL-26-SB-CHAMPS-KC,Kalshi YES / PM NO,36,35,114,16431,114,102,200,114,62,200,success,none,0,16431
2026-07-08T05:22:58.518685Z,HURRICANE-26-CAT5-FL,Kalshi NO / PM YES,45,32,45,5713,45,78,200,45,52,200,success,none,0,5713
2026-07-08T05:35:01.553428Z,GOV-26-CA-NEWSOM,Kalshi YES / PM NO,32,26,14,2170,14,69,200,14,183,200,success,none,0,2170
2026-07-08T08:59:33.893229Z,CPI-26-JUL-LT-3.0,Kalshi NO / PM YES,44,35,181,32638,181,94,200,181,120,200,success,none,0,32638
2026-07-08T09:37:41.793966Z,KXHIGHCHI-26JUL08-T79,Kalshi NO / PM YES,42,43,46,7592,46,124,200,46,45,200,success,none,0,7592
2026-07-08T09:41:31.466996Z,BOXOFFICE-26-AVATAR3-GT-2B,Kalshi YES / PM NO,33,48,176,18994,0,62,500,0,89,429,failed_no_fill,none,0,0
2026-07-08T11:03:32.510921Z,NFL-26-MVP-MAHOMES,Kalshi YES / PM NO,58,25,33,5324,0,74,200,0,106,200,failed_no_fill,none,0,0
2026-07-08T11:14:31.827914Z,ELEC-26-HOUSE-DEM-MAJ,Kalshi YES / PM NO,32,28,127,21039,127,49,200,127,61,200,success,none,0,21039
2026-07-08T11:25:24.416902Z,ETH-26-ETF-APPROVAL-Q3,Kalshi NO / PM YES,49,26,161,26889,161,84,200,161,132,200,success,none,0,26889
2026-07-08T12:37:24.509618Z,FED-26-RATES-50BPS-JUL,Kalshi YES / PM NO,47,46,24,2474,24,105,200,24,57,200,success,none,0,2474
2026-07-08T13:00:12.427644Z,CPI-26-JUL-LT-3.0,Kalshi YES / PM NO,57,25,173,25462,0,119,500,0,65,200,failed_no_fill,none,0,0
2026-07-08T13:21:14.817520Z,ETH-26-ETF-APPROVAL-Q3,Kalshi YES / PM NO,39,54,111,18415,111,30,200,111,96,200,success,none,0,18415
2026-07-08T13:22:44.383934Z,GOV-26-FL-DESANTIS-WIN,Kalshi YES / PM NO,39,26,40,4183,40,40,200,40,194,200,success,none,0,4183
2026-07-08T13:36:51.585503Z,BTC-26-100K-EOY,Kalshi YES / PM NO,55,37,196,30378,196,143,200,196,86,200,success,none,0,30378
2026-07-08T13:50:28.309532Z,POTUS-26-APPROVAL-GT-45,Kalshi YES / PM NO,34,63,89,12522,0,58,500,0,164,500,failed_no_fill,none,0,0
2026-07-08T15:10:54.276637Z,SP500-26-JUL08-GT-6000,Kalshi NO / PM YES,36,30,139,19416,0,137,500,0,159,429,failed_no_fill,none,0,0
2026-07-08T15:25:39.136472Z,ELEC-26-HOUSE-DEM-MAJ,Kalshi YES / PM NO,42,29,171,19502,171,125,200,171,140,200,success,none,0,19502
2026-07-08T16:02:54.471067Z,CPI-26-JUL-GT-3.2,Kalshi NO / PM YES,49,26,163,29479,163,137,200,0,198,429,leg_failed_unwind,market_sell_kalshi,-2958,-2958
2026-07-08T16:47:28.343934Z,KXHIGHMIA-26JUL08-B94.5,Kalshi NO / PM YES,20,70,187,19346,0,122,429,0,132,200,failed_no_fill,none,0,0
2026-07-08T17:42:38.824810Z,NFL-26-SB-CHAMPS-KC,Kalshi NO / PM YES,45,40,115,17239,0,83,500,0,190,429,failed_no_fill,none,0,0
2026-07-08T20:12:29.950329Z,GPT-26-AGI-ACHIEVED-Q3,Kalshi NO / PM YES,41,36,33,4794,0,127,500,0,159,500,failed_no_fill,none,0,0
2026-07-08T20:25:27.781948Z,HURRICANE-26-CAT5-FL,Kalshi NO / PM YES,32,40,41,5416,0,68,500,0,145,200,failed_no_fill,none,0,0
2026-07-08T21:48:09.184542Z,KXHIGHCHI-26JUL08-B82.5,Kalshi YES / PM NO,49,38,192,29377,0,85,429,0,178,500,failed_no_fill,none,0,0
2026-07-08T23:19:21.910428Z,BOXOFFICE-26-AVATAR3-GT-2B,Kalshi YES / PM NO,58,36,155,21040,0,115,429,0,134,200,failed_no_fill,none,0,0
2026-07-08T23:51:40.635100Z,FDA-26-CRISPR-APPROVAL-SICKLE,Kalshi NO / PM YES,44,43,94,14757,0,89,429,0,127,200,failed_no_fill,none,0,0
2026-07-08T23:54:00.838505Z,FED-26-RATES-NO-HIKE-JUL,Kalshi NO / PM YES,41,35,43,7307,43,100,200,43,133,200,success,none,0,7307
