timestamp,pair_id,strategy,k_price,p_price,intended_qty,theoretical_profit,k_fill_qty,k_fill_time_ms,k_status_code,p_fill_qty,p_fill_time_ms,p_status_code,outcome,unwind_action,unwind_pnl,net_realized_pnl
2026-08-03T03:02:41.921626Z,ELEC-24-PREZ,Kalshi NO / PM YES,47,25,144,360000,144,97,200,144,153,200,success,none,0,360000
2026-08-03T05:55:56.954967Z,FED-24-RATES,Kalshi YES / PM NO,31,27,152,592800,152,117,200,108,160,200,partial_unwind,market_sell_kalshi,-1307,419893
2026-08-03T06:27:35.265275Z,BTC-24-100K,Kalshi NO / PM YES,50,42,112,56000,112,99,200,112,115,200,success,none,0,56000
2026-08-03T07:13:17.902325Z,NFL-24-MVP,Kalshi YES / PM NO,50,36,142,170400,142,148,200,142,99,200,success,none,0,170400
2026-08-03T10:22:54.343333Z,NFL-24-MVP,Kalshi NO / PM YES,20,72,160,96000,160,141,200,1,165,200,partial_unwind,market_sell_kalshi,-1998,-1398
2026-08-03T15:10:02.173450Z,FED-24-RATES,Kalshi YES / PM NO,43,50,27,10800,27,132,200,27,66,200,success,none,0,10800
2026-08-03T15:41:57.403890Z,FED-24-RATES,Kalshi YES / PM NO,38,27,93,297600,93,150,200,93,61,200,success,none,0,297600
2026-08-03T16:41:47.195555Z,BTC-24-100K,Kalshi NO / PM YES,30,39,128,384000,128,60,200,128,171,200,success,none,0,384000
2026-08-03T17:08:32.178780Z,NFL-24-MVP,Kalshi YES / PM NO,46,30,142,326600,142,118,200,142,116,200,success,none,0,326600
2026-08-03T18:26:14.693626Z,FED-24-RATES,Kalshi NO / PM YES,33,65,31,3100,31,96,200,31,149,200,success,none,0,3100
2026-08-03T19:30:07.764929Z,ELEC-24-PREZ,Kalshi YES / PM NO,40,40,150,285000,150,62,200,150,78,200,success,none,0,285000
2026-08-03T20:17:04.627939Z,FED-24-RATES,Kalshi NO / PM YES,30,39,41,118900,41,130,200,41,42,200,success,none,0,118900
