timestamp,pair_id,strategy,k_price,p_price,intended_qty,theoretical_profit,k_fill_qty,k_fill_time_ms,k_status_code,p_fill_qty,p_fill_time_ms,p_status_code,outcome,unwind_action,unwind_pnl,net_realized_pnl
2026-07-31T01:23:16.817349Z,SPACE-26-STARSHIP-ORBIT,Kalshi NO / PM YES,42,49,19,3785,19,50,200,19,187,200,success,none,0,3785
2026-07-31T04:17:50.107346Z,SCOTUS-26-RETIRE-THOMAS,Kalshi NO / PM YES,24,45,13,1444,0,132,429,0,65,429,failed_no_fill,none,0,0
2026-07-31T04:36:22.385904Z,OSCARS-26-BEST-PICTURE-NOLAN,Kalshi NO / PM YES,23,28,60,8964,0,69,429,0,49,200,failed_no_fill,none,0,0
2026-07-31T04:57:07.537741Z,KXHIGHCHI-26JUL31-T79,Kalshi YES / PM NO,52,42,178,20551,178,77,200,0,177,500,leg_failed_unwind,market_sell_kalshi,-2337,-2337
2026-07-31T06:13:34.145645Z,BTC-26-100K-EOY,Kalshi NO / PM YES,50,39,161,16961,0,34,500,0,188,429,failed_no_fill,none,0,0
2026-07-31T06:22:11.109899Z,GOV-26-FL-DESANTIS-WIN,Kalshi YES / PM NO,56,42,137,19215,137,58,200,137,74,200,success,none,0,19215
2026-07-31T08:05:44.331280Z,CPI-26-JUL-LT-3.0,Kalshi NO / PM YES,38,60,61,11923,61,149,200,61,196,200,success,none,0,11923
2026-07-31T10:05:49.905163Z,BOXOFFICE-26-AVATAR3-GT-2B,Kalshi NO / PM YES,44,53,126,13675,126,94,200,101,95,200,partial_unwind,market_sell_kalshi,-1978,8984
2026-07-31T10:11:01.483903Z,FED-26-RATES-50BPS-JUL,Kalshi NO / PM YES,30,51,84,10343,84,38,200,84,178,200,success,none,0,10343
2026-07-31T10:14:46.588744Z,FDA-26-CRISPR-APPROVAL-SICKLE,Kalshi YES / PM NO,35,39,54,10733,0,139,500,0,68,429,failed_no_fill,none,0,0
2026-07-31T12:26:53.789208Z,NBA-26-CHAMPS-BOS,Kalshi YES / PM NO,49,48,174,28235,174,107,200,0,116,500,leg_failed_unwind,market_sell_kalshi,-1856,-1856
2026-07-31T12:35:23.200040Z,CPI-26-JUL-GT-3.2,Kalshi NO / PM YES,37,21,153,18756,153,76,200,153,76,200,success,none,0,18756
2026-07-31T14:33:20.175394Z,GOV-26-FL-DESANTIS-WIN,Kalshi YES / PM NO,56,30,58,6575,0,124,500,0,120,500,failed_no_fill,none,0,0
2026-07-31T15:30:17.988143Z,KXHIGHCHI-26JUL31-T79,Kalshi NO / PM YES,26,56,195,25184,195,33,200,195,146,200,success,none,0,25184
2026-07-31T15:35:23.304492Z,HURRICANE-26-CAT5-FL,Kalshi YES / PM NO,33,34,139,26620,139,40,200,139,111,200,success,none,0,26620
2026-07-31T16:19:35.453501Z,US-GDP-26-Q3-GT-2.5,Kalshi NO / PM YES,43,26,117,18687,0,58,500,0,166,429,failed_no_fill,none,0,0
2026-07-31T16:36:26.773452Z,KXHIGHTSFO-26JUL31-B72.5,Kalshi NO / PM YES,22,30,118,14845,118,53,200,118,108,200,success,none,0,14845
2026-07-31T16:51:59.646871Z,FED-26-RATES-NO-HIKE-JUL,Kalshi NO / PM YES,36,54,69,8850,0,121,429,0,150,200,failed_no_fill,none,0,0
2026-07-31T17:57:54.731425Z,NBA-26-CHAMPS-BOS,Kalshi YES / PM NO,55,39,92,10353,92,39,200,58,44,200,partial_unwind,market_sell_kalshi,-570,5957
2026-07-31T18:10:47.815197Z,ELEC-26-HOUSE-DEM-MAJ,Kalshi NO / PM YES,39,49,69,13599,69,86,200,69,135,200,success,none,0,13599
2026-07-31T18:17:37.238621Z,NBA-26-CHAMPS-BOS,Kalshi YES / PM NO,47,42,131,17752,131,137,200,131,169,200,success,none,0,17752
2026-07-31T18:38:51.214023Z,ELEC-26-HOUSE-DEM-MAJ,Kalshi YES / PM NO,60,20,11,1101,0,89,429,0,191,429,failed_no_fill,none,0,0
2026-07-31T18:41:56.497467Z,NFL-26-MVP-MAHOMES,Kalshi NO / PM YES,32,64,17,2555,17,31,200,17,142,200,success,none,0,2555
2026-07-31T19:57:14.177514Z,BOXOFFICE-26-AVATAR3-GT-2B,Kalshi NO / PM YES,48,33,98,14380,98,149,200,98,154,200,success,none,0,14380
2026-07-31T20:21:54.929889Z,KXHIGHCHI-26JUL31-T79,Kalshi NO / PM YES,22,62,115,13936,115,144,200,115,119,200,success,none,0,13936
2026-07-31T20:40:03.052628Z,FED-26-RATES-NO-HIKE-JUL,Kalshi YES / PM NO,38,43,138,16395,138,35,200,0,146,429,leg_failed_unwind,market_sell_kalshi,-3126,-3126
2026-07-31T21:30:05.046058Z,NFL-26-MVP-MAHOMES,Kalshi YES / PM NO,49,43,92,15733,92,105,200,92,83,200,success,none,0,15733
2026-07-31T23:50:46.176999Z,SPACE-26-STARSHIP-ORBIT,Kalshi NO / PM YES,41,37,142,19585,142,147,200,142,104,200,success,none,0,19585
