timestamp,pair_id,strategy,k_price,p_price,intended_qty,theoretical_profit,k_fill_qty,k_fill_time_ms,k_status_code,p_fill_qty,p_fill_time_ms,p_status_code,outcome,unwind_action,unwind_pnl,net_realized_pnl
2026-08-15T01:07:48.029793Z,FED-26-RATES-NO-HIKE-AUG,Kalshi NO / PM YES,38,25,101,16820,0,85,429,0,61,500,failed_no_fill,none,0,0
2026-08-15T03:28:59.668067Z,CPI-26-AUG-LT-3.0,Kalshi YES / PM NO,60,34,84,15296,84,31,200,0,107,429,leg_failed_unwind,market_sell_kalshi,-3070,-3070
2026-08-15T05:14:45.763320Z,FED-26-RATES-NO-HIKE-AUG,Kalshi YES / PM NO,35,59,136,24293,0,106,429,0,81,200,failed_no_fill,none,0,0
2026-08-15T08:03:56.808353Z,NFL-26-SB-CHAMPS-KC,Kalshi NO / PM YES,29,22,67,13361,67,87,200,67,183,200,success,none,0,13361
2026-08-15T09:44:58.255191Z,KXHIGHTSFO-26AUG15-T71,Kalshi NO / PM YES,29,31,190,29639,0,50,429,0,181,200,failed_no_fill,none,0,0
2026-08-15T09:51:52.689770Z,GPT-26-AGI-ACHIEVED-Q3,Kalshi YES / PM NO,48,23,48,8638,48,54,200,48,54,200,success,none,0,8638
2026-08-15T10:47:49.807706Z,NBA-26-CHAMPS-BOS,Kalshi NO / PM YES,43,53,25,2946,25,130,200,25,191,200,success,none,0,2946
2026-08-15T11:07:25.944767Z,US-GDP-26-Q3-GT-2.5,Kalshi NO / PM YES,50,23,63,9375,63,120,200,63,77,200,success,none,0,9375
2026-08-15T11:27:21.018541Z,US-GDP-26-Q3-GT-2.5,Kalshi YES / PM NO,53,45,152,16435,152,81,200,152,188,200,success,none,0,16435
2026-08-15T11:55:41.414816Z,ELEC-26-HOUSE-DEM-MAJ,Kalshi YES / PM NO,46,47,197,25642,0,45,500,0,144,429,failed_no_fill,none,0,0
2026-08-15T11:58:11.521749Z,GOV-26-CA-NEWSOM,Kalshi NO / PM YES,46,27,187,35215,187,38,200,187,105,200,success,none,0,35215
2026-08-15T13:15:24.298821Z,NFL-26-SB-CHAMPS-KC,Kalshi NO / PM YES,20,43,72,11106,72,45,200,72,127,200,success,none,0,11106
2026-08-15T15:09:43.674073Z,HURRICANE-26-CAT5-FL,Kalshi NO / PM YES,30,66,165,25813,165,93,200,165,139,200,success,none,0,25813
2026-08-15T17:18:08.448614Z,KXHIGHMIA-26AUG15-B94.5,Kalshi NO / PM YES,48,49,146,26038,0,104,429,0,125,429,failed_no_fill,none,0,0
2026-08-15T20:53:50.610037Z,ELEC-26-HOUSE-DEM-MAJ,Kalshi YES / PM NO,30,39,152,15833,152,39,200,152,99,200,success,none,0,15833
2026-08-15T21:15:33.203476Z,KXHIGHTSFO-26AUG15-B72.5,Kalshi NO / PM YES,24,68,25,3858,25,87,200,25,139,200,success,none,0,3858
